ts,store_id,sku_id,cat,qty,amount
2026-07-21 03:58,S01,K0018,零食,1,27.54
2026-07-21 03:49,S01,K0008,零食,3,20.44
2026-07-21 04:23,S01,K0014,日化,2,50.68
2026-07-21 03:58,S01,K0018,零食,3,27.54
2026-07-21 04:04,S01,K0037,乳品,1,5.55
2026-07-21 05:46,S01,K0040,鲜食,2,23.8
2026-07-21 04:57,S01,K0004,日化,1,38.34
2026-07-21 04:55,S01,K0004,日化,2,19.17
2026-07-21 05:16,S01,K0006,饮料,2,9.36
2026-07-21 06:11,S01,K0040,鲜食,2,23.8
2026-07-21 06:34,S01,K0013,零食,3,28.79
2026-07-21 06:25,S01,K0030,鲜食,1,22.79
2026-07-21 05:55,S01,K0030,鲜食,2,45.58
2026-07-21 06:19,S01,K0030,鲜食,1,22.79
2026-07-21 07:05,S01,K0040,鲜食,2,23.8
2026-07-21 07:33,S01,K0012,乳品,3,6.42
2026-07-21 07:18,S01,K0021,饮料,2,30.12
2026-07-21 07:56,S01,K0031,饮料,2,61.14
2026-07-21 08:43,S01,K0030,鲜食,1,45.58
2026-07-21 09:25,S01,K0039,日化,1,6.23
2026-07-21 09:41,S01,K0026,饮料,3,34.14
2026-07-21 09:24,S01,K0021,饮料,3,30.12
2026-07-21 09:23,S01,K0020,鲜食,2,12.18
2026-07-21 09:15,S01,K0038,零食,1,10.45
2026-07-21 08:59,S01,K0036,饮料,2,24.52
2026-07-21 09:10,S01,K0005,鲜食,1,7.7
2026-07-21 10:39,S01,K0037,乳品,2,5.55
2026-07-21 10:31,S01,K0012,乳品,3,3.21
2026-07-21 10:42,S01,K0037,乳品,2,5.55
2026-07-21 10:27,S01,K0038,零食,2,20.9
2026-07-21 09:55,S01,K0036,饮料,2,12.26
2026-07-21 10:14,S01,K0020,鲜食,1,6.09
2026-07-21 10:38,S01,K0039,日化,2,12.46
2026-07-21 10:30,S01,K0032,乳品,3,21.48
2026-07-21 11:41,S01,K0014,日化,1,25.34
2026-07-21 11:31,S01,K0010,鲜食,1,43.72
2026-07-21 11:07,S01,K0035,鲜食,2,20.58
2026-07-21 12:32,S01,K0014,日化,2,50.68
2026-07-21 12:39,S01,K0037,乳品,3,11.1
2026-07-21 12:34,S01,K0028,零食,2,20.67
2026-07-21 13:21,S01,K0040,鲜食,2,11.9
2026-07-21 12:52,S01,K0019,日化,2,5.97
2026-07-21 14:41,S01,K0036,饮料,2,12.26
2026-07-21 14:44,S01,K0019,日化,1,5.97
2026-07-20 22:14,S02,K0038,零食,3,20.9
2026-07-20 22:14,S02,K0025,鲜食,2,40.32
2026-07-20 22:02,S02,K0035,鲜食,3,10.29
2026-07-20 21:57,S02,K0031,饮料,1,61.14
2026-07-20 22:42,S02,K0024,日化,2,26.35
2026-07-20 22:57,S02,K0009,日化,1,10.05
2026-07-20 22:58,S02,K0002,乳品,3,7.9
2026-07-20 22:57,S02,K0028,零食,1,20.67
2026-07-20 23:44,S02,K0027,乳品,2,30.22
2026-07-21 00:18,S02,K0012,乳品,3,6.42
2026-07-21 00:41,S02,K0036,饮料,2,24.52
2026-07-21 00:03,S02,K0023,零食,1,57.66
2026-07-20 23:49,S02,K0039,日化,3,12.46
2026-07-21 01:34,S02,K0016,饮料,3,15.96
2026-07-21 01:48,S02,K0027,乳品,3,30.22
2026-07-21 00:51,S02,K0003,零食,3,20.0
2026-07-21 00:56,S02,K0024,日化,3,52.7
2026-07-21 01:58,S02,K0006,饮料,3,18.72
2026-07-21 02:22,S02,K0030,鲜食,1,22.79
2026-07-21 02:19,S02,K0016,饮料,3,7.98
2026-07-21 02:40,S02,K0035,鲜食,3,20.58
2026-07-21 03:46,S02,K0004,日化,2,19.17
2026-07-21 03:18,S02,K0031,饮料,3,61.14
2026-07-21 03:35,S02,K0037,乳品,2,11.1
2026-07-21 03:40,S02,K0023,零食,2,57.66
2026-07-21 02:51,S02,K0011,饮料,3,57.8
2026-07-21 03:05,S02,K0037,乳品,1,11.1
2026-07-21 04:25,S02,K0011,饮料,1,57.8
2026-07-21 03:50,S02,K0040,鲜食,2,23.8
2026-07-21 03:57,S02,K0006,饮料,3,9.36
2026-07-21 04:05,S02,K0018,零食,1,27.54
2026-07-21 04:43,S02,K0018,零食,2,13.77
2026-07-21 04:27,S02,K0008,零食,1,20.44
2026-07-21 05:12,S02,K0029,日化,1,59.08
2026-07-21 05:20,S02,K0016,饮料,1,7.98
2026-07-21 04:54,S02,K0022,乳品,1,22.32
2026-07-21 05:37,S02,K0032,乳品,2,42.96
2026-07-21 06:35,S02,K0029,日化,3,29.54
2026-07-21 06:25,S02,K0014,日化,3,50.68
2026-07-21 07:37,S02,K0017,乳品,1,33.63
2026-07-21 07:18,S02,K0011,饮料,2,57.8
2026-07-21 08:36,S02,K0031,饮料,3,30.57
2026-07-21 08:32,S02,K0025,鲜食,3,40.32
2026-07-21 08:05,S02,K0031,饮料,1,61.14
2026-07-21 09:48,S02,K0019,日化,2,11.94
2026-07-21 09:22,S02,K0021,饮料,3,30.12
2026-07-21 10:29,S02,K0035,鲜食,2,20.58
2026-07-21 10:47,S02,K0040,鲜食,3,23.8
2026-07-21 11:06,S02,K0018,零食,1,27.54
2026-07-21 11:14,S02,K0038,零食,2,10.45
2026-07-21 11:38,S02,K0038,零食,1,20.9
2026-07-21 11:09,S02,K0012,乳品,3,3.21
2026-07-21 12:42,S02,K0001,饮料,1,16.5
2026-07-21 11:55,S02,K0027,乳品,3,15.11
2026-07-21 12:11,S02,K0029,日化,1,59.08
2026-07-21 12:01,S02,K0017,乳品,1,33.63
2026-07-21 12:52,S02,K0006,饮料,3,9.36
2026-07-21 13:29,S02,K0039,日化,1,6.23
2026-07-21 13:43,S02,K0006,饮料,3,9.36
2026-07-21 13:31,S02,K0025,鲜食,3,20.16
2026-07-21 14:05,S02,K0012,乳品,2,6.42
2026-07-21 14:29,S02,K0005,鲜食,2,7.7
2026-07-20 22:05,S03,K0021,饮料,1,30.12
2026-07-20 22:38,S03,K0018,零食,1,27.54
2026-07-20 22:10,S03,K0025,鲜食,1,40.32
2026-07-20 22:00,S03,K0017,乳品,2,33.63
2026-07-20 22:48,S03,K0032,乳品,1,42.96
2026-07-20 22:55,S03,K0032,乳品,1,42.96
2026-07-20 23:28,S03,K0014,日化,3,25.34
2026-07-20 23:34,S03,K0029,日化,2,29.54
2026-07-20 23:53,S03,K0005,鲜食,3,7.7
2026-07-20 23:50,S03,K0029,日化,2,29.54
2026-07-21 01:31,S03,K0003,零食,2,20.0
2026-07-21 01:33,S03,K0010,鲜食,2,43.72
2026-07-21 02:34,S03,K0033,零食,2,51.1
2026-07-21 02:14,S03,K0028,零食,3,20.67
2026-07-21 03:13,S03,K0001,饮料,3,33.0
2026-07-21 03:25,S03,K0008,零食,3,40.88
2026-07-21 03:32,S03,K0022,乳品,2,44.64
2026-07-21 04:12,S03,K0006,饮料,3,18.72
2026-07-21 04:42,S03,K0006,饮料,2,18.72
2026-07-21 05:24,S03,K0012,乳品,1,6.42
2026-07-21 05:08,S03,K0013,零食,3,57.58
2026-07-21 06:20,S03,K0023,零食,1,57.66
2026-07-21 05:57,S03,K0013,零食,1,28.79
2026-07-21 07:04,S03,K0038,零食,2,20.9
2026-07-21 07:39,S03,K0005,鲜食,3,7.7
2026-07-21 08:42,S03,K0035,鲜食,2,10.29
2026-07-21 08:10,S03,K0003,零食,1,20.0
2026-07-21 08:14,S03,K0003,零食,1,10.0
2026-07-21 09:32,S03,K0030,鲜食,3,22.79
2026-07-21 09:03,S03,K0038,零食,1,10.45
2026-07-21 09:20,S03,K0010,鲜食,3,21.86
2026-07-21 09:47,S03,K0031,饮料,3,30.57
2026-07-21 09:33,S03,K0016,饮料,3,7.98
2026-07-21 09:00,S03,K0001,饮料,3,16.5
2026-07-21 10:18,S03,K0007,乳品,3,23.8
2026-07-21 09:53,S03,K0038,零食,1,10.45
2026-07-21 10:27,S03,K0032,乳品,3,21.48
2026-07-21 10:40,S03,K0005,鲜食,1,7.7
2026-07-21 11:09,S03,K0026,饮料,1,34.14
2026-07-21 11:42,S03,K0021,饮料,1,30.12
2026-07-21 11:00,S03,K0038,零食,2,10.45
2026-07-21 11:06,S03,K0008,零食,1,40.88
2026-07-21 12:24,S03,K0024,日化,1,52.7
2026-07-21 12:48,S03,K0016,饮料,3,7.98
2026-07-21 13:39,S03,K0007,乳品,3,47.6
2026-07-21 12:50,S03,K0011,饮料,2,28.9
2026-07-21 14:00,S03,K0001,饮料,1,33.0
2026-07-21 14:33,S03,K0027,乳品,2,15.11
2026-07-20 22:29,S04,K0010,鲜食,2,43.72
2026-07-20 22:04,S04,K0027,乳品,1,15.11
2026-07-20 22:00,S04,K0039,日化,3,12.46
2026-07-20 21:54,S04,K0040,鲜食,3,23.8
2026-07-20 22:15,S04,K0023,零食,1,28.83
2026-07-20 23:22,S04,K0008,零食,1,40.88
2026-07-20 23:21,S04,K0035,鲜食,1,20.58
2026-07-20 23:06,S04,K0014,日化,1,25.34
2026-07-20 23:39,S04,K0008,零食,1,40.88
2026-07-20 23:00,S04,K0032,乳品,1,21.48
2026-07-21 00:07,S04,K0024,日化,1,52.7
2026-07-21 00:10,S04,K0017,乳品,3,67.26
2026-07-21 01:36,S04,K0007,乳品,1,23.8
2026-07-21 01:39,S04,K0011,饮料,1,57.8
2026-07-21 02:46,S04,K0005,鲜食,1,7.7
2026-07-21 02:26,S04,K0038,零食,2,20.9
2026-07-21 03:03,S04,K0021,饮料,1,60.24
2026-07-21 02:55,S04,K0015,鲜食,1,27.78
2026-07-21 03:13,S04,K0013,零食,1,28.79
2026-07-21 03:26,S04,K0031,饮料,2,30.57
2026-07-21 02:58,S04,K0028,零食,1,41.34
2026-07-21 04:12,S04,K0025,鲜食,1,40.32
2026-07-21 04:29,S04,K0013,零食,2,57.58
2026-07-21 04:10,S04,K0013,零食,1,28.79
2026-07-21 03:52,S04,K0037,乳品,2,5.55
2026-07-21 05:18,S04,K0030,鲜食,2,22.79
2026-07-21 05:03,S04,K0022,乳品,2,22.32
2026-07-21 06:24,S04,K0037,乳品,1,5.55
2026-07-21 06:43,S04,K0027,乳品,3,30.22
2026-07-21 06:26,S04,K0014,日化,2,50.68
2026-07-21 07:35,S04,K0001,饮料,2,16.5
2026-07-21 07:09,S04,K0016,饮料,2,7.98
2026-07-21 06:58,S04,K0038,零食,3,10.45
2026-07-21 06:51,S04,K0027,乳品,1,30.22
2026-07-21 08:22,S04,K0028,零食,2,41.34
2026-07-21 08:17,S04,K0007,乳品,2,23.8
2026-07-21 09:37,S04,K0036,饮料,1,24.52
2026-07-21 08:57,S04,K0014,日化,2,50.68
2026-07-21 09:30,S04,K0016,饮料,1,7.98
2026-07-21 09:59,S04,K0020,鲜食,3,12.18
2026-07-21 10:36,S04,K0037,乳品,3,5.55
2026-07-21 10:18,S04,K0030,鲜食,1,45.58
2026-07-21 10:39,S04,K0012,乳品,2,6.42
2026-07-21 10:44,S04,K0001,饮料,3,16.5
2026-07-21 10:46,S04,K0025,鲜食,3,40.32
2026-07-21 09:51,S04,K0034,日化,2,8.94
2026-07-21 10:33,S04,K0018,零食,3,13.77
2026-07-21 10:28,S04,K0006,饮料,2,9.36
2026-07-21 11:45,S04,K0024,日化,1,26.35
2026-07-21 11:12,S04,K0025,鲜食,2,20.16
2026-07-21 11:12,S04,K0024,日化,1,26.35
2026-07-21 11:34,S04,K0036,饮料,1,12.26
2026-07-21 11:04,S04,K0022,乳品,3,22.32
2026-07-21 11:36,S04,K0031,饮料,3,30.57
2026-07-21 11:09,S04,K0015,鲜食,2,27.78
2026-07-21 11:32,S04,K0033,零食,2,51.1
2026-07-21 10:53,S04,K0004,日化,2,38.34
2026-07-21 11:20,S04,K0029,日化,3,29.54
2026-07-21 12:32,S04,K0035,鲜食,3,20.58
2026-07-21 12:28,S04,K0029,日化,2,29.54
2026-07-21 12:46,S04,K0013,零食,2,28.79
2026-07-21 12:14,S04,K0006,饮料,1,18.72
2026-07-21 11:55,S04,K0005,鲜食,1,7.7
2026-07-21 13:20,S04,K0010,鲜食,1,21.86
2026-07-21 13:29,S04,K0034,日化,1,8.94
2026-07-21 14:48,S04,K0035,鲜食,1,20.58
2026-07-21 14:15,S04,K0023,零食,2,28.83
2026-07-21 14:01,S04,K0019,日化,1,5.97
2026-07-21 14:42,S04,K0015,鲜食,3,27.78
2026-07-21 14:26,S04,K0027,乳品,2,30.22
2026-07-20 22:31,S05,K0038,零食,3,20.9
2026-07-20 22:08,S05,K0030,鲜食,3,22.79
2026-07-20 21:59,S05,K0020,鲜食,2,6.09
2026-07-20 22:12,S05,K0031,饮料,2,30.57
2026-07-20 22:11,S05,K0010,鲜食,2,43.72
2026-07-20 23:48,S05,K0040,鲜食,1,23.8
2026-07-20 23:00,S05,K0012,乳品,3,3.21
2026-07-20 23:04,S05,K0011,饮料,1,28.9
2026-07-20 23:57,S05,K0037,乳品,2,11.1
2026-07-21 00:00,S05,K0024,日化,1,26.35
2026-07-21 00:11,S05,K0021,饮料,1,60.24
2026-07-21 00:59,S05,K0035,鲜食,3,20.58
2026-07-21 01:47,S05,K0008,零食,1,40.88
2026-07-21 01:38,S05,K0032,乳品,1,42.96
2026-07-21 01:49,S05,K0010,鲜食,3,43.72
2026-07-21 02:19,S05,K0019,日化,2,5.97
2026-07-21 02:35,S05,K0037,乳品,2,11.1
2026-07-21 03:35,S05,K0008,零食,2,20.44
2026-07-21 03:32,S05,K0009,日化,3,10.05
2026-07-21 02:50,S05,K0020,鲜食,2,6.09
2026-07-21 03:11,S05,K0029,日化,1,59.08
2026-07-21 03:27,S05,K0004,日化,3,19.17
2026-07-21 03:22,S05,K0038,零食,1,20.9
2026-07-21 02:50,S05,K0013,零食,1,57.58
2026-07-21 04:21,S05,K0006,饮料,2,9.36
2026-07-21 04:09,S05,K0032,乳品,3,21.48
2026-07-21 04:14,S05,K0024,日化,1,52.7
2026-07-21 04:13,S05,K0024,日化,2,26.35
2026-07-21 04:11,S05,K0019,日化,2,11.94
2026-07-21 04:44,S05,K0029,日化,3,29.54
2026-07-21 04:35,S05,K0014,日化,2,50.68
2026-07-21 04:59,S05,K0019,日化,3,11.94
2026-07-21 04:57,S05,K0027,乳品,3,15.11
2026-07-21 05:02,S05,K0010,鲜食,2,43.72
2026-07-21 05:53,S05,K0022,乳品,3,44.64
2026-07-21 05:49,S05,K0006,饮料,2,18.72
2026-07-21 06:00,S05,K0027,乳品,3,30.22
2026-07-21 06:37,S05,K0037,乳品,1,5.55
2026-07-21 07:07,S05,K0025,鲜食,3,40.32
2026-07-21 07:41,S05,K0003,零食,2,20.0
2026-07-21 08:36,S05,K0036,饮料,2,12.26
2026-07-21 08:39,S05,K0002,乳品,1,3.95
2026-07-21 08:08,S05,K0017,乳品,3,67.26
2026-07-21 09:15,S05,K0019,日化,1,11.94
2026-07-21 08:50,S05,K0016,饮料,1,15.96
2026-07-21 10:27,S05,K0005,鲜食,3,7.7
2026-07-21 10:19,S05,K0038,零食,3,20.9
2026-07-21 10:29,S05,K0017,乳品,3,67.26
2026-07-21 10:12,S05,K0008,零食,3,20.44
2026-07-21 09:59,S05,K0017,乳品,3,33.63
2026-07-21 11:18,S05,K0021,饮料,3,30.12
2026-07-21 10:59,S05,K0023,零食,1,57.66
2026-07-21 11:15,S05,K0024,日化,3,52.7
2026-07-21 12:07,S05,K0019,日化,3,5.97
2026-07-21 12:01,S05,K0033,零食,3,25.55
2026-07-21 13:37,S05,K0039,日化,1,12.46
2026-07-21 13:41,S05,K0021,饮料,3,60.24
2026-07-21 13:55,S05,K0024,日化,3,52.7
2026-07-21 13:49,S05,K0010,鲜食,1,43.72
2026-07-21 14:38,S05,K0024,日化,2,52.7
2026-07-20 21:55,S06,K0011,饮料,1,28.9
2026-07-20 22:03,S06,K0033,零食,1,25.55
2026-07-20 22:18,S06,K0027,乳品,1,15.11
2026-07-20 22:48,S06,K0009,日化,1,20.1
2026-07-20 23:33,S06,K0020,鲜食,2,6.09
2026-07-20 23:45,S06,K0029,日化,3,59.08
2026-07-20 23:34,S06,K0012,乳品,2,3.21
2026-07-20 23:03,S06,K0008,零食,1,20.44
2026-07-20 23:57,S06,K0020,鲜食,1,6.09
2026-07-21 00:16,S06,K0006,饮料,3,9.36
2026-07-21 01:38,S06,K0002,乳品,2,7.9
2026-07-21 01:01,S06,K0003,零食,1,10.0
2026-07-21 01:56,S06,K0031,饮料,2,30.57
2026-07-21 02:08,S06,K0005,鲜食,3,3.85
2026-07-21 03:47,S06,K0008,零食,3,20.44
2026-07-21 03:46,S06,K0038,零食,1,10.45
2026-07-21 03:54,S06,K0002,乳品,1,7.9
2026-07-21 04:11,S06,K0038,零食,2,10.45
2026-07-21 04:38,S06,K0033,零食,3,25.55
2026-07-21 04:25,S06,K0033,零食,1,25.55
2026-07-21 05:02,S06,K0034,日化,3,4.47
2026-07-21 04:59,S06,K0019,日化,3,5.97
2026-07-21 06:47,S06,K0014,日化,3,50.68
2026-07-21 06:33,S06,K0024,日化,3,26.35
2026-07-21 07:00,S06,K0007,乳品,2,47.6
2026-07-21 07:02,S06,K0028,零食,3,20.67
2026-07-21 06:56,S06,K0027,乳品,2,15.11
2026-07-21 08:22,S06,K0008,零食,1,40.88
2026-07-21 08:34,S06,K0024,日化,2,26.35
2026-07-21 08:09,S06,K0006,饮料,2,9.36
2026-07-21 09:18,S06,K0019,日化,3,11.94
2026-07-21 09:03,S06,K0029,日化,3,59.08
2026-07-21 09:43,S06,K0019,日化,2,5.97
2026-07-21 09:46,S06,K0005,鲜食,2,7.7
2026-07-21 08:49,S06,K0012,乳品,3,6.42
2026-07-21 10:17,S06,K0026,饮料,3,34.14
2026-07-21 09:58,S06,K0008,零食,2,40.88
2026-07-21 11:36,S06,K0007,乳品,1,23.8
2026-07-21 11:01,S06,K0024,日化,2,26.35
2026-07-21 11:43,S06,K0039,日化,2,6.23
2026-07-21 11:42,S06,K0015,鲜食,2,27.78
2026-07-21 11:37,S06,K0018,零食,3,27.54
2026-07-21 11:11,S06,K0026,饮料,2,68.28
2026-07-21 12:06,S06,K0033,零食,1,51.1
2026-07-21 11:56,S06,K0007,乳品,2,47.6
2026-07-21 12:03,S06,K0032,乳品,3,21.48
2026-07-21 13:36,S06,K0007,乳品,1,23.8
2026-07-21 13:32,S06,K0032,乳品,1,21.48
2026-07-21 14:32,S06,K0039,日化,2,6.23
2026-07-21 14:28,S06,K0020,鲜食,3,6.09
2026-07-21 14:31,S06,K0005,鲜食,3,7.7
2026-07-20 22:07,S07,K0013,零食,3,57.58
2026-07-20 22:21,S07,K0032,乳品,2,42.96
2026-07-20 22:23,S07,K0035,鲜食,1,10.29
2026-07-20 22:45,S07,K0028,零食,1,41.34
2026-07-20 22:09,S07,K0029,日化,2,59.08
2026-07-20 21:51,S07,K0030,鲜食,1,22.79
2026-07-20 22:31,S07,K0036,饮料,2,12.26
2026-07-20 22:16,S07,K0032,乳品,1,42.96
2026-07-20 22:20,S07,K0025,鲜食,1,40.32
2026-07-20 23:24,S07,K0031,饮料,1,30.57
2026-07-20 23:05,S07,K0026,饮料,2,68.28
2026-07-20 23:32,S07,K0040,鲜食,2,23.8
2026-07-20 22:52,S07,K0021,饮料,1,30.12
2026-07-20 23:42,S07,K0009,日化,2,20.1
2026-07-20 22:50,S07,K0038,零食,3,20.9
2026-07-20 22:55,S07,K0025,鲜食,2,40.32
2026-07-20 23:15,S07,K0023,零食,2,28.83
2026-07-20 23:04,S07,K0016,饮料,1,15.96
2026-07-21 00:44,S07,K0005,鲜食,2,3.85
2026-07-20 23:59,S07,K0022,乳品,1,44.64
2026-07-21 01:31,S07,K0030,鲜食,2,45.58
2026-07-21 00:50,S07,K0018,零食,3,27.54
2026-07-21 02:13,S07,K0021,饮料,3,60.24
2026-07-21 02:25,S07,K0021,饮料,1,60.24
2026-07-21 03:10,S07,K0014,日化,2,50.68
2026-07-21 03:28,S07,K0011,饮料,2,57.8
2026-07-21 03:01,S07,K0028,零食,2,20.67
2026-07-21 04:05,S07,K0019,日化,1,11.94
2026-07-21 04:14,S07,K0037,乳品,1,5.55
2026-07-21 03:55,S07,K0038,零食,3,20.9
2026-07-21 03:53,S07,K0018,零食,3,27.54
2026-07-21 04:02,S07,K0028,零食,2,20.67
2026-07-21 05:40,S07,K0033,零食,2,51.1
2026-07-21 05:09,S07,K0035,鲜食,1,20.58
2026-07-21 05:05,S07,K0026,饮料,3,68.28
2026-07-21 05:00,S07,K0036,饮料,1,12.26
2026-07-21 06:31,S07,K0014,日化,3,50.68
2026-07-21 06:48,S07,K0018,零食,3,27.54
2026-07-21 06:35,S07,K0037,乳品,3,5.55
2026-07-21 06:01,S07,K0034,日化,2,8.94
2026-07-21 06:04,S07,K0010,鲜食,1,43.72
2026-07-21 07:09,S07,K0027,乳品,1,15.11
2026-07-21 07:06,S07,K0027,乳品,2,15.11
2026-07-21 07:32,S07,K0017,乳品,3,33.63
2026-07-21 07:04,S07,K0026,饮料,1,34.14
2026-07-21 06:50,S07,K0013,零食,1,57.58
2026-07-21 08:24,S07,K0032,乳品,2,42.96
2026-07-21 08:01,S07,K0003,零食,1,20.0
2026-07-21 07:50,S07,K0009,日化,2,20.1
2026-07-21 08:00,S07,K0036,饮料,3,12.26
2026-07-21 08:39,S07,K0032,乳品,1,21.48
2026-07-21 09:27,S07,K0021,饮料,2,30.12
2026-07-21 09:46,S07,K0027,乳品,2,15.11
2026-07-21 09:42,S07,K0026,饮料,3,34.14
2026-07-21 10:25,S07,K0008,零食,3,20.44
2026-07-21 10:31,S07,K0034,日化,3,8.94
2026-07-21 10:45,S07,K0032,乳品,1,21.48
2026-07-21 09:56,S07,K0039,日化,2,12.46
2026-07-21 10:36,S07,K0038,零食,2,10.45
2026-07-21 10:58,S07,K0014,日化,1,25.34
2026-07-21 11:06,S07,K0014,日化,2,50.68
2026-07-21 11:44,S07,K0017,乳品,3,33.63
2026-07-21 11:23,S07,K0032,乳品,2,21.48
2026-07-21 11:23,S07,K0021,饮料,2,60.24
2026-07-21 11:06,S07,K0016,饮料,1,15.96
2026-07-21 11:34,S07,K0031,饮料,2,61.14
2026-07-21 11:30,S07,K0002,乳品,3,3.95
2026-07-21 12:05,S07,K0016,饮料,3,15.96
2026-07-21 12:29,S07,K0020,鲜食,3,12.18
2026-07-21 13:44,S07,K0035,鲜食,1,20.58
2026-07-21 12:49,S07,K0025,鲜食,2,40.32
2026-07-21 14:48,S07,K0006,饮料,1,18.72
2026-07-21 14:44,S07,K0014,日化,1,50.68
2026-07-21 14:45,S07,K0021,饮料,3,60.24
2026-07-21 14:06,S07,K0003,零食,1,20.0
2026-07-20 22:48,S08,K0027,乳品,2,30.22
2026-07-20 22:41,S08,K0007,乳品,1,47.6
2026-07-20 21:53,S08,K0033,零食,2,51.1
2026-07-20 22:35,S08,K0039,日化,3,12.46
2026-07-20 22:33,S08,K0030,鲜食,1,22.79
2026-07-20 23:29,S08,K0012,乳品,2,3.21
2026-07-20 23:14,S08,K0001,饮料,1,33.0
2026-07-20 23:25,S08,K0021,饮料,1,30.12
2026-07-20 23:04,S08,K0011,饮料,3,28.9
2026-07-20 23:32,S08,K0039,日化,2,12.46
2026-07-20 23:19,S08,K0029,日化,3,29.54
2026-07-20 23:00,S08,K0017,乳品,3,67.26
2026-07-20 23:54,S08,K0013,零食,2,57.58
2026-07-21 00:14,S08,K0012,乳品,2,3.21
2026-07-20 23:50,S08,K0002,乳品,3,3.95
2026-07-21 01:01,S08,K0030,鲜食,2,22.79
2026-07-21 01:14,S08,K0004,日化,3,38.34
2026-07-21 01:58,S08,K0017,乳品,1,67.26
2026-07-21 02:25,S08,K0011,饮料,1,28.9
2026-07-21 02:16,S08,K0034,日化,2,8.94
2026-07-21 02:03,S08,K0008,零食,3,20.44
2026-07-21 03:07,S08,K0018,零食,3,27.54
2026-07-21 02:57,S08,K0025,鲜食,2,20.16
2026-07-21 03:02,S08,K0039,日化,2,6.23
2026-07-21 04:15,S08,K0012,乳品,1,3.21
2026-07-21 04:05,S08,K0019,日化,1,11.94
2026-07-21 04:12,S08,K0016,饮料,3,15.96
2026-07-21 03:49,S08,K0006,饮料,2,9.36
2026-07-21 04:33,S08,K0021,饮料,2,30.12
2026-07-21 05:34,S08,K0025,鲜食,2,40.32
2026-07-21 04:55,S08,K0005,鲜食,3,3.85
2026-07-21 05:10,S08,K0004,日化,1,38.34
2026-07-21 05:27,S08,K0023,零食,3,28.83
2026-07-21 06:21,S08,K0017,乳品,3,67.26
2026-07-21 06:14,S08,K0020,鲜食,3,12.18
2026-07-21 06:51,S08,K0036,饮料,3,12.26
2026-07-21 06:59,S08,K0017,乳品,3,67.26
2026-07-21 07:57,S08,K0030,鲜食,1,45.58
2026-07-21 08:16,S08,K0034,日化,1,8.94
2026-07-21 08:09,S08,K0008,零食,1,20.44
2026-07-21 09:36,S08,K0018,零食,2,27.54
2026-07-21 09:46,S08,K0019,日化,2,11.94
2026-07-21 09:09,S08,K0034,日化,2,4.47
2026-07-21 09:36,S08,K0021,饮料,2,30.12
2026-07-21 09:43,S08,K0036,饮料,3,24.52
2026-07-21 09:58,S08,K0013,零食,1,28.79
2026-07-21 09:51,S08,K0012,乳品,2,6.42
2026-07-21 11:16,S08,K0030,鲜食,1,45.58
2026-07-21 11:17,S08,K0003,零食,2,20.0
2026-07-21 11:20,S08,K0030,鲜食,1,22.79
2026-07-21 11:54,S08,K0023,零食,1,57.66
2026-07-21 12:42,S08,K0012,乳品,1,6.42
2026-07-21 13:02,S08,K0038,零食,3,10.45
2026-07-21 13:38,S08,K0034,日化,3,4.47
2026-07-21 13:47,S08,K0027,乳品,1,15.11
2026-07-21 13:32,S08,K0032,乳品,1,42.96
2026-07-21 14:32,S08,K0019,日化,3,5.97
2026-07-21 14:12,S08,K0026,饮料,3,34.14
2026-07-20 21:50,S09,K0010,鲜食,1,43.72
2026-07-20 22:18,S09,K0031,饮料,3,61.14
2026-07-20 22:31,S09,K0039,日化,1,12.46
2026-07-20 22:30,S09,K0003,零食,3,20.0
2026-07-20 22:57,S09,K0037,乳品,1,5.55
2026-07-20 23:09,S09,K0019,日化,1,5.97
2026-07-20 23:27,S09,K0036,饮料,2,12.26
2026-07-20 23:05,S09,K0026,饮料,1,34.14
2026-07-20 23:50,S09,K0006,饮料,1,9.36
2026-07-21 00:38,S09,K0025,鲜食,2,40.32
2026-07-20 23:56,S09,K0010,鲜食,2,43.72
2026-07-21 01:46,S09,K0020,鲜食,3,6.09
2026-07-21 01:31,S09,K0023,零食,1,57.66
2026-07-21 01:01,S09,K0033,零食,2,51.1
2026-07-21 02:06,S09,K0031,饮料,3,61.14
2026-07-21 02:37,S09,K0006,饮料,2,18.72
2026-07-21 02:00,S09,K0040,鲜食,2,23.8
2026-07-21 03:21,S09,K0003,零食,2,20.0
2026-07-21 03:30,S09,K0015,鲜食,3,13.89
2026-07-21 04:29,S09,K0034,日化,3,4.47
2026-07-21 04:18,S09,K0019,日化,2,5.97
2026-07-21 04:08,S09,K0031,饮料,1,30.57
2026-07-21 04:42,S09,K0020,鲜食,1,12.18
2026-07-21 04:25,S09,K0019,日化,1,5.97
2026-07-21 04:55,S09,K0033,零食,3,51.1
2026-07-21 04:55,S09,K0027,乳品,2,30.22
2026-07-21 06:26,S09,K0017,乳品,1,33.63
2026-07-21 06:36,S09,K0008,零食,3,40.88
2026-07-21 06:39,S09,K0012,乳品,1,6.42
2026-07-21 07:15,S09,K0006,饮料,3,18.72
2026-07-21 07:26,S09,K0021,饮料,3,60.24
2026-07-21 08:40,S09,K0040,鲜食,2,23.8
2026-07-21 08:02,S09,K0012,乳品,1,3.21
2026-07-21 08:05,S09,K0039,日化,3,6.23
2026-07-21 08:50,S09,K0035,鲜食,1,20.58
